Rank,Name,Guild,Faction,DPS,Size,Date,Duration,Head,Neck,Shoulder,Chest,Waist,Legs,Feet,Wrist,Hands,Ring1,Ring2,Trinket1,Trinket2,Back,Weapon1,Weapon2,Ranged,Raid,Phase,Class,Specialisation
15,Shylá,Kotipizza,Alliance,337.5,19,May-06,00:48,Judgment Crown (16955),Medallion of Steadfast Might (17065),Judgment Spaulders (16953),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Judgment Sabatons (16957),Judgment Bindings (16951),Judgment Gauntlets (16956),Heavy Dark Iron Ring (18879),Overlord's Onyx Band (19912),Zandalarian Hero Charm (19950),Styleen's Impeding Scarab (19431),Dragon's Blood Cape (17107),Quel'Serrar (18348),Elementium Reinforced Bulwark (19349),Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
16,Remmisurugi,Pandaric,Alliance,332.7,20,May-30,00:59,Lieutenant Commander's Lamellar Headguard (23276),Soul Corrupter's Necklace (19876),Soulforge Spaulders (22093),Knight-Captain's Lamellar Breastplate (23272),Soulforge Belt (22086),Judgment Legplates (16954),Soulforge Boots (22087),Soulforge Bracers (22088),Judgment Gauntlets (16956),Naglering (11669),Overlord's Onyx Band (19912),Zandalarian Hero Charm (19950),Briarwood Reed (12930),Cloak of the Hakkari Worshippers (22711),Quel'Serrar (18348),Skullflame Shield (1168),Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
17,Jackspring,New Horizon,Alliance,328.8,20,May-25,01:21,Eye of Rend (12587),Onyxia Tooth Pendant (18404),Field Marshal's Lamellar Pauldrons (16476),Savage Gladiator Chain (11726),Judgment Belt (16952),Judgment Legplates (16954),Marshal's Lamellar Boots (16472),Vambraces of the Sadist (13400),Marshal's Lamellar Gloves (16471),Don Julio's Band (19325),Master Dragonslayer's Ring (19384),Blackhand's Breadth (13965),Hand of Justice (11815),Cape of the Black Baron (13340),The Untamed Blade (19334),N/A,Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
18,Theobromin,Olympus,Alliance,326.5,20,Jun-12,01:12,Judgment Crown (16955),Medallion of Steadfast Might (17065),Judgment Spaulders (16953),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Judgment Sabatons (16957),Lawbringer Bracers (16857),Judgment Gauntlets (16956),Band of Servitude (22721),Don Julio's Band (19325),Onyxia Blood Talisman (18406),Styleen's Impeding Scarab (19431),Sapphiron Drape (17078),Quel'Serrar (18348),Elementium Reinforced Bulwark (19349),Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
19,Batmac,Slembolaget,Alliance,321.4,18,Jun-02,01:05,Judgment Crown (16955),Master Dragonslayer's Medallion (19383),Judgment Spaulders (16953),Judgment Breastplate (16958),Lawbringer Belt (16858),Judgment Legplates (16954),Judgment Sabatons (16957),Judgment Bindings (16951),Lawbringer Gauntlets (16860),Overlord's Onyx Band (19912),Heavy Dark Iron Ring (18879),Onyxia Blood Talisman (18406),Styleen's Impeding Scarab (19431),Overlord's Embrace (19888),Lok'amir il Romathis (19360),Elementium Reinforced Bulwark (19349),N/A,Zul'Gurub,4,Paladin,Protection
20,Kalutor,The Company,Alliance,320,19,Jul-07,01:17,Judgment Crown (16955),Choker of the Fire Lord (18814),Judgment Spaulders (16953),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Judgment Sabatons (16957),Judgment Bindings (16951),Judgment Gauntlets (16956),Band of Servitude (22721),Heavy Dark Iron Ring (18879),Talisman of Ephemeral Power (18820),Scrolls of Blinding Light (19343),Cloak of the Brood Lord (19378),"Thunderfury, Blessed Blade of the Windseeker (19019)",Elementium Reinforced Bulwark (19349),Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
21,Buminspector,N/A,Unknown,310.8,17,May-29,01:12,Grand Crusader's Helm (18718),Talisman of Protection (19871),Lawbringer Spaulders (16856),Judgment Breastplate (16958),Zandalar Freethinker's Belt (19826),Lightforge Legplates (16728),Bloodsoaked Greaves (19913),Zandalar Freethinker's Armguards (19827),Bloodsoaked Gauntlets (19894),Naglering (11669),Cyclopean Band (11824),Mark of the Chosen (17774),Zandalarian Hero Charm (19950),Overlord's Embrace (19888),Arbiter's Blade (11784),Skullflame Shield (1168),N/A,Zul'Gurub,4,Paladin,Protection
22,Yuriana,The Order of the Muffins,Alliance,308.2,20,May-02,01:32,Field Marshal's Lamellar Faceguard (16474),Medallion of Steadfast Might (17065),Field Marshal's Lamellar Pauldrons (16476),Field Marshal's Lamellar Chestplate (16473),Deathbone Girdle (14620),Marshal's Lamellar Legplates (16475),Marshal's Lamellar Boots (16472),Vigorsteel Vambraces (13951),Marshal's Lamellar Gloves (16471),Songstone of Ironforge (12543),Heavy Dark Iron Ring (18879),Onyxia Blood Talisman (18406),Styleen's Impeding Scarab (19431),Elementium Threaded Cloak (19386),Quel'Serrar (18348),Drillborer Disk (17066),Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
23,Fjamse,DLK,Alliance,305.1,20,May-08,01:17,Judgment Crown (16955),Choker of Enlightenment (17109),Stockade Pauldrons (14552),Deathbone Chestplate (14624),Girdle of the Fallen Crusader (19392),Judgment Legplates (16954),Deathbone Sabatons (14621),Judgment Bindings (16951),Deathbone Gauntlets (14622),Heavy Dark Iron Ring (18879),Overlord's Onyx Band (19912),Styleen's Impeding Scarab (19431),Essence of the Pure Flame (18815),Redoubt Cloak (18495),Quel'Serrar (18348),Elementium Reinforced Bulwark (19349),Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
24,Bbwchaser,N/A,Unknown,301.6,20,Jul-03,01:05,Judgment Crown (16955),Medallion of Steadfast Might (17065),Judgment Spaulders (16953),Field Marshal's Lamellar Chestplate (16473),Judgment Belt (16952),Judgment Legplates (16954),Marshal's Lamellar Boots (16472),Judgment Bindings (16951),Judgment Gauntlets (16956),Seal of the Gurubashi Berserker (22722),Don Julio's Band (19325),Uther's Strength (11302),Briarwood Reed (12930),Overlord's Embrace (19888),Grand Marshal's Punisher (18865),Skullflame Shield (1168),N/A,Zul'Gurub,4,Paladin,Protection
25,Yöü,N/A,Unknown,300.1,18,May-31,01:03,Field Marshal's Lamellar Faceguard (16474),Eskhandar's Collar (18205),Judgment Spaulders (16953),Judgment Breastplate (16958),Therazane's Link (19380),Judgment Legplates (16954),Judgment Sabatons (16957),Wristguards of True Flight (18812),Judgment Gauntlets (16956),Tarnished Elven Ring (18500),Don Julio's Band (19325),Scrolls of Blinding Light (19343),Hand of Justice (11815),Might of the Tribe (22712),Grand Marshal's Punisher (18865),Drillborer Disk (17066),Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
26,Trashbirbii,dear all,Alliance,299.4,20,Jun-25,01:11,Helm of Narv (2245),Talisman of Protection (19871),Stockade Pauldrons (14552),Icemail Jerkin (1981),Abyssal Mail Clutch (20670),Abyssal Mail Legguards (20668),Bloodsoaked Greaves (19913),Soulforge Bracers (22088),Stonerender Gauntlets (17007),Cyclopean Band (11824),Ring of Saviors (1447),Gnomish Death Ray (10645),Gnomish Shrink Ray (10716),Blackveil Cape (11626),Flurry Axe (871),Skullflame Shield (1168),N/A,Zul'Gurub,4,Paladin,Protection
27,Wrthfulwaifu,Boats n Hoes,Alliance,298.6,20,Jun-08,01:21,Judgment Crown (16955),Pendant of the Fallen Dragon (19371),Lieutenant Commander's Lamellar Shoulders (23277),Knight-Captain's Lamellar Breastplate (23272),Lawbringer Belt (16858),Judgment Legplates (16954),Judgment Sabatons (16957),Lawbringer Bracers (16857),Bloodsoaked Gauntlets (19894),Seal of the Archmagus (17110),Band of Servitude (22721),Zandalarian Hero Charm (19950),Hand of Justice (11815),Cloak of the Hakkari Worshippers (22711),Aurastone Hammer (17105),Drillborer Disk (17066),Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
28,Papabaur,N/A,Unknown,298.4,20,May-15,00:57,Lieutenant Commander's Lamellar Headguard (23276),Stormpike Sage's Pendant (19098),Judgment Spaulders (16953),Knight-Captain's Lamellar Breastplate (23272),Judgment Belt (16952),Judgment Legplates (16954),Knight-Lieutenant's Lamellar Sabatons (23275),Lawbringer Bracers (16857),Judgment Gauntlets (16956),Naglering (11669),Don Julio's Band (19325),Force of Will (11810),Briarwood Reed (12930),Sergeant's Cape (16342),Flurry Axe (871),Skullflame Shield (1168),Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
29,Litz,N/A,Unknown,298,20,Jul-07,00:50,Judgment Crown (16955),Medallion of Steadfast Might (17065),Lieutenant Commander's Lamellar Shoulders (23277),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Bloodsoaked Greaves (19913),Judgment Bindings (16951),Knight-Lieutenant's Lamellar Gauntlets (23274),Overlord's Onyx Band (19912),Band of Servitude (22721),Styleen's Impeding Scarab (19431),Zandalarian Hero Charm (19950),Onyxia Scale Cloak (15138),Lok'amir il Romathis (19360),Skullflame Shield (1168),N/A,Zul'Gurub,4,Paladin,Protection
30,Zultan,N/A,Unknown,294.2,20,May-02,01:08,Judgment Crown (16955),Eskhandar's Collar (18205),Stockade Pauldrons (14552),Lawbringer Chestguard (16853),Judgment Belt (16952),Judgment Legplates (16954),Deathbone Sabatons (14621),Judgment Bindings (16951),Deathbone Gauntlets (14622),Naglering (11669),Heavy Dark Iron Ring (18879),Onyxia Blood Talisman (18406),Styleen's Impeding Scarab (19431),Dragon's Blood Cape (17107),Lok'amir il Romathis (19360),Drillborer Disk (17066),Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
31,Paloid,N/A,Unknown,288.3,19,Jun-25,01:05,Judgment Crown (16955),Onyxia Tooth Pendant (18404),Stockade Pauldrons (14552),Knight-Captain's Lamellar Breastplate (23272),Soulforge Belt (22086),Knight-Captain's Lamellar Leggings (23273),Knight-Lieutenant's Lamellar Sabatons (23275),Soulforge Bracers (22088),Death Grips (18722),Don Julio's Band (19325),Blackstone Ring (17713),Blackhand's Breadth (13965),Mark of the Chosen (17774),Stoneskin Gargoyle Cape (13397),Quel'Serrar (18348),The Immovable Object (19321),N/A,Zul'Gurub,4,Paladin,Protection
32,Thrank,zeitlos,Alliance,287.7,20,Jun-22,01:24,Judgment Crown (16955),Orb of the Darkmoon (19426),Judgment Spaulders (16953),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Judgment Sabatons (16957),Judgment Bindings (16951),Judgment Gauntlets (16956),Overlord's Onyx Band (19912),Don Julio's Band (19325),Essence of the Pure Flame (18815),Briarwood Reed (12930),Cloak of the Hakkari Worshippers (22711),Hand of Edward the Odd (2243),Skullflame Shield (1168),Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
33,Calion,N/A,Unknown,287.6,20,May-15,01:23,Judgment Crown (16955),Medallion of Steadfast Might (17065),Judgment Spaulders (16953),Judgment Breastplate (16958),Girdle of the Fallen Crusader (19392),Judgment Legplates (16954),Knight-Lieutenant's Lamellar Sabatons (23275),Lawbringer Bracers (16857),Knight-Lieutenant's Lamellar Gauntlets (23274),Overlord's Onyx Band (19912),Overlord's Crimson Band (19873),Briarwood Reed (12930),Zandalarian Hero Charm (19950),Sapphiron Drape (17078),Bloodcaller (19864),Drillborer Disk (17066),N/A,Zul'Gurub,4,Paladin,Protection
34,Valyrea,N/A,Unknown,284.7,20,Jun-18,01:03,Judgment Crown (16955),Choker of Enlightenment (17109),Judgment Spaulders (16953),Zandalar Freethinker's Breastplate (19825),Judgment Belt (16952),Judgment Legplates (16954),Lawbringer Boots (16859),Zandalar Freethinker's Armguards (19827),Judgment Gauntlets (16956),Ring of Demonic Guile (18314),Seal of the Gurubashi Berserker (22722),Zandalarian Hero Medallion (19949),Rune of the Dawn (19812),Might of the Tribe (22712),Obsidian Edged Blade (18822),N/A,Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
35,Lewdbob,N/A,Unknown,281.7,20,May-06,01:40,Judgment Crown (16955),Onyxia Tooth Pendant (18404),Lieutenant Commander's Lamellar Shoulders (23277),Knight-Captain's Lamellar Breastplate (23272),Judgment Belt (16952),Marshal's Lamellar Legplates (16475),Marshal's Lamellar Boots (16472),Slashclaw Bracers (13211),Judgment Gauntlets (16956),Band of Servitude (22721),Don Julio's Band (19325),Talisman of Ephemeral Power (18820),Briarwood Reed (12930),Stormpike Sage's Cloak (19086),Aurastone Hammer (17105),Draconian Aegis of the Legion (22336),Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
36,Lysethea,N/A,Unknown,280.5,20,Jun-28,00:51,Judgment Crown (16955),Medallion of Steadfast Might (17065),Judgment Spaulders (16953),Judgment Breastplate (16958),Deathbone Girdle (14620),Judgment Legplates (16954),Judgment Sabatons (16957),Judgment Bindings (16951),Judgment Gauntlets (16956),Band of Servitude (22721),Overlord's Onyx Band (19912),Essence of the Pure Flame (18815),Zandalarian Hero Charm (19950),Overlord's Embrace (19888),Aurastone Hammer (17105),Force Reactive Disk (18168),Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
37,Aarmani,N/A,Unknown,275.8,18,Jun-10,01:03,Judgment Crown (16955),Medallion of Steadfast Might (17065),Judgment Spaulders (16953),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Core Forged Greaves (18806),Judgment Bindings (16951),Judgment Gauntlets (16956),Heavy Dark Iron Ring (18879),Overlord's Onyx Band (19912),Zandalarian Hero Charm (19950),Essence of the Pure Flame (18815),Cloak of the Brood Lord (19378),Quel'Serrar (18348),Aegis of the Blood God (19862),N/A,Zul'Gurub,4,Paladin,Protection
38,Mysticdance,Affirmative Action,Alliance,272,19,May-17,01:14,Lieutenant Commander's Lamellar Headguard (23276),Jeklik's Opaline Talisman (19923),Lieutenant Commander's Lamellar Shoulders (23277),Knight-Captain's Lamellar Breastplate (23272),Judgment Belt (16952),Knight-Captain's Lamellar Leggings (23273),Knight-Lieutenant's Lamellar Sabatons (23275),Judgment Bindings (16951),Knight-Lieutenant's Lamellar Gauntlets (23274),Naglering (11669),Cyclopean Band (11824),Essence of the Pure Flame (18815),Zandalarian Hero Charm (19950),Sergeant's Cape (16342),Aurastone Hammer (17105),Intricately Runed Shield (18696),N/A,Zul'Gurub,4,Paladin,Protection
39,Rinja,OFFSLAUGHT,Alliance,271.3,19,May-06,01:04,Lionheart Helm (12640),Eskhandar's Collar (18205),Judgment Spaulders (16953),Judgment Breastplate (16958),Belt of Preserved Heads (20216),Legguards of the Fallen Crusader (19402),Knight-Lieutenant's Lamellar Sabatons (23275),Wristguards of True Flight (18812),Sacrificial Gauntlets (22714),Don Julio's Band (19325),Seal of the Gurubashi Berserker (22722),Hand of Justice (11815),Briarwood Reed (12930),Dragon's Blood Cape (17107),Nightfall (19169),N/A,Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
40,Draxam,N/A,Unknown,270.6,20,Jul-04,00:58,Judgment Crown (16955),Master Dragonslayer's Medallion (19383),Judgment Spaulders (16953),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Judgment Sabatons (16957),Judgment Bindings (16951),Judgment Gauntlets (16956),Heavy Dark Iron Ring (18879),Naglering (11669),Briarwood Reed (12930),Essence of the Pure Flame (18815),Overlord's Embrace (19888),Lok'amir il Romathis (19360),Skullflame Shield (1168),Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
41,Luka,N/A,Unknown,265.3,19,May-09,01:16,Judgment Crown (16955),Medallion of Steadfast Might (17065),Judgment Spaulders (16953),Judgment Breastplate (16958),Deathbone Girdle (14620),Bloodsoaked Legplates (19855),Judgment Sabatons (16957),Judgment Bindings (16951),Judgment Gauntlets (16956),Don Julio's Band (19325),Overlord's Crimson Band (19873),Briarwood Reed (12930),Styleen's Impeding Scarab (19431),Shroud of Pure Thought (19430),Quel'Serrar (18348),Malistar's Defender (17106),N/A,Zul'Gurub,4,Paladin,Protection
42,Canø,N/A,Unknown,264.6,20,May-21,01:34,Judgment Crown (16955),Choker of Enlightenment (17109),Lawbringer Spaulders (16856),Knight-Captain's Lamellar Breastplate (23272),Deathbone Girdle (14620),Judgment Legplates (16954),Knight-Lieutenant's Lamellar Sabatons (23275),Lawbringer Bracers (16857),Knight-Lieutenant's Lamellar Gauntlets (23274),Band of Sulfuras (19138),Blood of the Martyr (17045),Force of Will (11810),Burst of Knowledge (11832),Fireproof Cloak (18811),Silent Fang (13953),Drillborer Disk (17066),N/A,Zul'Gurub,4,Paladin,Protection
43,Vivalynne,N/A,Unknown,264.2,19,Jun-05,01:11,Soulforge Helm (22091),Medallion of Steadfast Might (17065),Soulforge Spaulders (22093),Knight-Captain's Lamellar Breastplate (23272),Soulforge Belt (22086),Judgment Legplates (16954),Knight-Lieutenant's Lamellar Sabatons (23275),Soulforge Bracers (22088),Judgment Gauntlets (16956),Band of Servitude (22721),Zanzil's Seal (19893),Drake Fang Talisman (19406),Briarwood Reed (12930),Sapphiron Drape (17078),Elemental Attuned Blade (20698),Malistar's Defender (17106),Libram of Hope (22401),Zul'Gurub,4,Paladin,Protection
44,Dareal,N/A,Unknown,264,20,May-11,01:00,Judgment Crown (16955),Medallion of Grand Marshal Morris (13091),Judgment Spaulders (16953),Judgment Breastplate (16958),Deathbone Girdle (14620),Judgment Legplates (16954),Core Forged Greaves (18806),Vigorsteel Vambraces (13951),Judgment Gauntlets (16956),Heavy Dark Iron Ring (18879),Naglering (11669),Onyxia Blood Talisman (18406),Briarwood Reed (12930),Stoneskin Gargoyle Cape (13397),Quel'Serrar (18348),Elementium Reinforced Bulwark (19349),N/A,Zul'Gurub,4,Paladin,Protection
45,Diviné,Defias Rebels,Alliance,259.4,20,May-22,00:54,Judgment Crown (16955),Medallion of Steadfast Might (17065),Lawbringer Spaulders (16856),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Bloodsoaked Greaves (19913),Judgment Bindings (16951),Judgment Gauntlets (16956),Overlord's Onyx Band (19912),Naglering (11669),Zandalarian Hero Charm (19950),Mark of Tyranny (13966),Fireproof Cloak (18811),Quel'Serrar (18348),Drillborer Disk (17066),N/A,Zul'Gurub,4,Paladin,Protection
46,Ingo,N/A,Unknown,258.1,20,May-12,00:47,Judgment Crown (16955),Medallion of Steadfast Might (17065),Lieutenant Commander's Lamellar Shoulders (23277),Knight-Captain's Lamellar Breastplate (23272),Judgment Belt (16952),Judgment Legplates (16954),Judgment Sabatons (16957),Lawbringer Bracers (16857),Judgment Gauntlets (16956),Heavy Dark Iron Ring (18879),Overlord's Onyx Band (19912),Zandalarian Hero Charm (19950),Styleen's Impeding Scarab (19431),Dragon's Blood Cape (17107),Lok'amir il Romathis (19360),Drillborer Disk (17066),Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
47,Unforgivenn,Mythic,Alliance,255.9,20,May-03,00:46,Judgment Crown (16955),Medallion of Steadfast Might (17065),Lieutenant Commander's Lamellar Shoulders (23277),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Knight-Lieutenant's Lamellar Sabatons (23275),Judgment Bindings (16951),Marshal's Lamellar Gloves (16471),Band of the Unicorn (7553),Band of the Unicorn (7553),Styleen's Impeding Scarab (19431),Force of Will (11810),Stormpike Sage's Cloak (19086),Flurry Axe (871),Skullflame Shield (1168),N/A,Zul'Gurub,4,Paladin,Protection
48,Palandrome,N/A,Unknown,253.9,20,May-31,01:05,Judgment Crown (16955),Choker of the Fire Lord (18814),Lieutenant Commander's Lamellar Shoulders (23277),Knight-Captain's Lamellar Breastplate (23272),Judgment Belt (16952),Judgment Legplates (16954),Judgment Sabatons (16957),Judgment Bindings (16951),Judgment Gauntlets (16956),Songstone of Ironforge (12543),Naglering (11669),Onyxia Blood Talisman (18406),Briarwood Reed (12930),Spritecaster Cape (11623),Aurastone Hammer (17105),Aegis of the Blood God (19862),Egan's Blaster (13289),Zul'Gurub,4,Paladin,Protection
49,Iridita,Под Пивас Без Фласок,Alliance,253.8,19,Jun-09,01:12,Judgment Crown (16955),Talisman of Protection (19871),Judgment Spaulders (16953),Judgment Breastplate (16958),Judgment Belt (16952),Judgment Legplates (16954),Judgment Sabatons (16957),Wristguards of Stability (19146),Judgment Gauntlets (16956),Naglering (11669),Songstone of Ironforge (12543),Counterattack Lodestone (18537),Essence of the Pure Flame (18815),Cloak of the Hakkari Worshippers (22711),Bloodcaller (19864),Grand Marshal's Aegis (18825),N/A,Zul'Gurub,4,Paladin,Protection
